,Summary,Precip Type,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Time,Year,Month,Day
84838,2,0,12.95,0.75,9.58,143.0,15.73,0,2015,5,13
84839,2,0,13.13,0.73,10.9,170.0,16.1,1,2015,5,13
84840,2,0,12.55,0.73,11.08,169.0,16.1,2,2015,5,13
84859,2,0,19.46,0.66,4.49,219.0,15.55,21,2015,5,13
84860,2,0,18.29,0.74,5.41,167.0,15.83,22,2015,5,13
84862,2,0,15.21,0.94,24.33,272.0,5.38,0,2015,5,14
84863,2,0,15.44,0.93,5.78,350.0,7.49,1,2015,5,14
84864,2,0,14.88,0.93,6.44,120.0,15.73,2,2015,5,14
84868,2,0,16.07,0.93,8.92,201.0,9.98,6,2015,5,14
84894,2,0,13.75,0.78,8.05,50.0,9.98,8,2015,5,15
84895,2,0,13.89,0.74,10.66,41.0,10.22,9,2015,5,15
84896,2,0,14.86,0.73,12.16,31.0,10.26,10,2015,5,15
84897,2,0,14.98,0.72,8.1,52.0,10.26,11,2015,5,15
84898,2,0,17.49,0.66,11.13,67.0,10.58,12,2015,5,15
84900,2,0,17.13,0.63,12.43,2.0,10.26,14,2015,5,15
84901,2,0,16.11,0.72,11.87,9.0,10.58,15,2015,5,15
84902,2,0,15.05,0.86,7.6,1.0,8.42,16,2015,5,15
84903,2,0,13.98,0.89,9.39,10.0,10.26,17,2015,5,15
84904,2,0,13.93,0.9,3.78,8.0,10.58,18,2015,5,15
84906,2,0,13.31,0.93,3.08,350.0,7.49,20,2015,5,15
84907,2,0,13.28,0.93,3.46,13.0,8.77,21,2015,5,15
84917,2,0,13.87,0.78,10.66,18.0,9.98,7,2015,5,16
84918,2,0,14.88,0.78,12.01,339.0,9.98,8,2015,5,16
84919,2,0,14.29,0.8,9.4,343.0,10.55,9,2015,5,16
84920,2,0,13.98,0.82,12.17,339.0,10.26,10,2015,5,16
84957,0,0,11.04,0.86,6.25,251.0,16.1,23,2015,5,17
84958,0,0,11.09,0.87,3.08,297.0,15.18,0,2015,5,18
84959,0,0,9.93,0.89,8.05,320.0,16.1,1,2015,5,18
84960,0,0,8.82,0.89,6.47,282.0,16.1,2,2015,5,18
84979,0,0,17.28,0.53,10.55,90.0,15.55,21,2015,5,18
84980,0,0,16.44,0.55,10.77,101.0,16.1,22,2015,5,18
84981,0,0,15.91,0.59,10.75,101.0,16.1,23,2015,5,18
84982,0,0,15.27,0.58,10.29,99.0,15.55,0,2015,5,19
84983,0,0,14.17,0.62,6.28,91.0,16.1,1,2015,5,19
84984,0,0,11.5,0.75,2.96,15.0,16.1,2,2015,5,19
84986,0,0,13.71,0.73,10.9,120.0,16.1,4,2015,5,19
84987,0,0,16.98,0.64,4.88,122.0,16.1,5,2015,5,19
85003,2,0,18.33,0.74,10.38,76.0,7.63,21,2015,5,19
85004,2,0,13.89,0.8,16.84,180.0,16.1,22,2015,5,1
85005,2,0,14.4,0.75,16.86,190.0,16.1,23,2015,5,1
85006,2,0,14.57,0.76,13.97,194.0,15.55,0,2015,5,2
85007,2,0,14.47,0.77,16.84,200.0,16.1,1,2015,5,2
85008,2,0,13.84,0.8,16.82,191.0,15.83,2,2015,5,2
85009,2,0,12.92,0.9,23.67,215.0,14.17,3,2015,5,2
85010,2,0,12.73,0.9,20.03,210.0,8.05,4,2015,5,2
85011,2,0,12.2,1.0,19.82,191.0,6.2,5,2015,5,2
85012,2,0,12.72,0.96,21.61,204.0,6.78,6,2015,5,2
85013,2,0,12.76,0.96,24.49,201.0,7.08,7,2015,5,2
85014,2,0,13.84,0.93,17.08,212.0,7.08,8,2015,5,2
85015,2,0,13.87,0.94,16.55,245.0,9.98,9,2015,5,2
85016,2,0,15.02,0.87,15.63,261.0,9.98,10,2015,5,2
85019,2,0,15.21,0.85,25.16,291.0,4.3,13,2015,5,2
85028,2,0,18.38,0.73,14.73,198.0,14.91,22,2015,5,19
85029,2,0,17.23,0.84,20.22,82.0,15.83,23,2015,5,19
85030,2,0,17.26,0.79,14.59,35.0,14.96,0,2015,5,20
85040,2,0,27.19,0.53,15.39,188.0,15.83,10,2015,5,20
85041,2,0,27.31,0.5,17.03,189.0,15.83,11,2015,5,20
85043,2,0,28.37,0.46,13.96,189.0,15.83,13,2015,5,20
85044,2,0,28.81,0.38,21.38,151.0,15.83,14,2015,5,20
85046,2,0,27.84,0.43,16.89,141.0,15.83,16,2015,5,20
85047,2,0,26.16,0.42,16.82,141.0,15.83,17,2015,5,20
85067,2,0,18.69,0.74,21.62,291.0,9.98,13,2015,5,21
85068,2,0,18.71,0.74,17.19,301.0,9.98,14,2015,5,21
85069,2,0,17.84,0.78,18.63,303.0,10.35,15,2015,5,21
85070,2,0,15.96,0.87,15.78,300.0,9.98,16,2015,5,21
85071,2,0,14.86,0.93,14.15,300.0,9.9,17,2015,5,21
85072,2,0,14.93,0.93,15.02,331.0,6.91,18,2015,5,21
85073,2,0,13.84,0.93,15.63,319.0,9.76,19,2015,5,21
85074,2,0,13.84,0.96,14.02,320.0,9.69,20,2015,5,21
85075,2,0,13.9,0.96,6.12,342.0,8.86,21,2015,5,21
85076,2,0,13.84,0.96,6.5,301.0,6.99,22,2015,5,21
85077,2,0,13.84,0.96,6.62,302.0,6.01,23,2015,5,21
85078,2,0,13.85,0.96,6.68,332.0,6.1,0,2015,5,22
85079,2,0,13.8,0.96,6.83,320.0,8.73,1,2015,5,22
85080,2,0,13.75,0.96,6.49,329.0,4.83,2,2015,5,22
85081,2,0,13.8,0.96,10.48,332.0,3.78,3,2015,5,22
85082,2,0,13.8,1.0,8.11,352.0,4.83,4,2015,5,22
85083,2,0,14.82,0.94,9.5,3.0,4.91,5,2015,5,22
85084,2,0,15.75,0.94,10.74,13.0,4.54,6,2015,5,22
85085,2,0,15.88,0.93,10.96,13.0,7.13,7,2015,5,22
85086,2,0,17.43,0.91,17.08,31.0,9.98,8,2015,5,22
85087,2,0,17.01,0.93,12.11,10.0,9.63,9,2015,5,22
85088,2,0,17.07,0.93,17.42,30.0,9.98,10,2015,5,22
85089,2,0,17.18,0.87,20.43,40.0,9.98,11,2015,5,22
85090,2,0,17.84,0.9,16.84,32.0,9.8,12,2015,5,22
85091,2,0,17.67,0.9,15.49,31.0,9.98,13,2015,5,22
85092,2,0,17.18,0.93,12.53,21.0,7.21,14,2015,5,22
85093,2,0,17.29,0.93,19.5,31.0,9.45,15,2015,5,22
85094,2,0,17.11,0.93,23.23,30.0,9.9,16,2015,5,22
85095,2,0,16.06,0.93,23.38,40.0,9.98,17,2015,5,22
85099,2,0,15.08,0.91,19.84,40.0,15.18,21,2015,5,22
85100,2,0,14.35,0.9,20.27,40.0,16.1,22,2015,5,22
85101,2,0,14.35,0.87,19.95,40.0,16.1,23,2015,5,22
85102,2,0,13.93,0.91,16.42,31.0,10.22,0,2015,5,23
85103,2,0,13.31,0.93,16.97,22.0,14.91,1,2015,5,23
85104,2,0,13.26,0.91,17.08,31.0,15.18,2,2015,5,23
85105,2,0,12.88,0.94,18.6,30.0,14.96,3,2015,5,23
85109,2,0,12.8,1.0,10.71,332.0,7.91,7,2015,5,23
85110,2,0,13.89,0.93,7.82,210.0,9.9,8,2015,5,23
85111,2,0,14.87,0.93,10.29,38.0,9.9,9,2015,5,23
85130,1,0,13.84,1.0,12.08,359.0,0.89,4,2015,5,24
85131,1,0,13.89,1.0,14.06,349.0,0.45,5,2015,5,24
85132,1,0,14.77,0.94,13.15,351.0,1.8,6,2015,5,24
85133,2,0,14.91,1.0,13.8,9.0,6.99,7,2015,5,24
85144,2,0,19.96,0.72,5.68,27.0,9.63,18,2015,5,24
85145,2,0,17.83,0.89,9.08,54.0,10.26,19,2015,5,24
85146,2,0,17.2,0.86,16.58,67.0,15.83,20,2015,5,24
85147,2,0,17.04,0.88,24.18,10.0,10.22,21,2015,5,24
85149,2,0,15.93,0.85,20.08,28.0,15.83,23,2015,5,24
85150,2,0,14.97,0.91,15.54,19.0,14.96,0,2015,5,25
85151,2,0,13.84,0.93,16.95,30.0,14.91,1,2015,5,25
85152,2,0,13.33,0.93,16.52,19.0,14.91,2,2015,5,25
85153,2,0,13.34,0.94,15.71,27.0,14.39,3,2015,5,25
85154,2,0,12.78,0.96,16.86,18.0,9.98,4,2015,5,25
85155,2,0,12.78,0.96,13.7,28.0,6.3,5,2015,5,25
85156,2,0,13.88,0.94,15.79,20.0,8.42,6,2015,5,25
85157,2,0,13.84,0.93,15.57,18.0,4.3,7,2015,5,25
85158,2,0,14.98,0.93,10.95,38.0,8.13,8,2015,5,25
85159,2,0,15.95,0.93,8.92,43.0,8.42,9,2015,5,25
85160,2,0,16.05,0.93,12.06,31.0,8.13,10,2015,5,25
85173,2,0,14.35,0.94,14.31,179.0,8.05,23,2015,5,25
85174,2,0,13.89,0.96,13.36,184.0,6.84,0,2015,5,26
85175,2,0,13.82,0.96,10.64,178.0,9.06,1,2015,5,26
85176,2,0,13.82,0.96,13.67,168.0,14.59,2,2015,5,26
85177,2,0,13.84,0.94,13.09,162.0,13.12,3,2015,5,26
85178,2,0,13.89,0.93,12.43,170.0,9.9,4,2015,5,26
85179,2,0,13.96,0.93,11.08,169.0,9.98,5,2015,5,26
85180,2,0,14.0,0.93,10.45,169.0,9.8,6,2015,5,26
85181,2,0,14.03,0.93,10.43,149.0,9.98,7,2015,5,26
85182,2,0,15.0,0.88,11.4,129.0,9.68,8,2015,5,26
85199,2,0,13.77,0.87,25.29,310.0,15.73,1,2015,5,27
85200,2,0,13.24,0.9,20.87,311.0,15.83,2,2015,5,27
85201,2,0,12.72,0.91,20.41,322.0,14.96,3,2015,5,27
85202,2,0,12.13,0.93,22.36,320.0,8.13,4,2015,5,27
85203,2,0,12.13,0.93,23.57,320.0,9.06,5,2015,5,27
85204,2,0,12.16,0.87,22.91,323.0,9.45,6,2015,5,27
85205,2,0,12.8,0.89,22.12,320.0,10.21,7,2015,5,27
85206,2,0,12.38,0.85,25.31,320.0,9.98,8,2015,5,27
85207,2,0,12.39,0.91,17.21,316.0,6.3,9,2015,5,27
85208,2,0,13.03,0.81,11.03,303.0,9.98,10,2015,5,27
85209,2,0,14.02,0.76,14.96,322.0,9.98,11,2015,5,27
85210,2,0,13.93,0.81,8.15,36.0,9.63,12,2015,5,27
85211,2,0,12.43,0.85,8.63,88.0,9.98,13,2015,5,27
85212,2,0,12.93,0.82,7.04,81.0,9.98,14,2015,5,27
85213,2,0,13.09,0.79,3.45,112.0,9.98,15,2015,5,27
85214,2,0,12.36,0.85,7.42,100.0,9.98,16,2015,5,27
85216,2,0,12.24,0.86,7.02,89.0,9.98,18,2015,5,27
85217,2,0,11.18,0.86,11.82,91.0,9.98,19,2015,5,27
85218,2,0,10.64,0.88,3.17,111.0,15.83,20,2015,5,27
85219,2,0,10.63,0.87,5.1,43.0,14.96,21,2015,5,27
85220,2,0,10.04,0.88,2.82,161.0,15.83,22,2015,5,27
85221,2,0,10.02,0.92,0.14,130.0,14.91,23,2015,5,27
85222,2,0,9.58,0.95,5.28,262.0,6.84,0,2015,5,28
85223,2,0,9.49,0.95,6.38,282.0,6.3,1,2015,5,28
85224,2,0,9.38,0.96,10.82,271.0,6.2,2,2015,5,28
85225,2,0,9.32,0.93,10.43,282.0,6.78,3,2015,5,28
85226,2,0,9.76,0.87,9.74,280.0,9.9,4,2015,5,28
85227,2,0,9.92,0.93,12.22,271.0,9.98,5,2015,5,28
85274,1,0,7.19,0.94,3.22,310.0,1.98,4,2015,5,3
85284,2,0,17.84,0.6,5.01,148.0,16.1,14,2015,5,3
85285,2,0,18.07,0.67,7.31,122.0,15.31,15,2015,5,3
85286,2,0,18.32,0.63,6.38,120.0,16.1,16,2015,5,3
85288,2,0,17.23,0.72,7.42,111.0,14.52,18,2015,5,3
85289,2,0,17.08,0.68,11.11,119.0,14.91,19,2015,5,3
85290,2,0,16.57,0.71,10.79,110.0,14.91,20,2015,5,3
85291,2,0,16.13,0.76,6.5,120.0,14.17,21,2015,5,3
85298,0,0,10.98,0.94,4.67,159.0,5.04,4,2015,5,30
85299,0,0,14.8,0.79,9.26,161.0,6.3,5,2015,5,30
85340,2,0,16.02,0.76,6.49,129.0,14.91,22,2015,5,3
85341,2,0,15.99,0.76,10.66,92.0,15.83,23,2015,5,3
85342,2,0,15.51,0.8,5.64,118.0,14.02,0,2015,5,4
85343,2,0,14.95,0.83,6.26,121.0,14.68,1,2015,5,4
85344,2,0,14.37,0.88,11.13,130.0,14.63,2,2015,5,4
85395,2,0,18.73,0.79,9.29,171.0,9.9,5,2015,5,6
85396,2,0,21.91,0.7,10.21,176.0,12.7,6,2015,5,6
85398,2,0,23.77,0.62,21.4,222.0,16.1,8,2015,5,6
85400,2,0,26.08,0.54,24.78,241.0,16.1,10,2015,5,6
85401,2,0,27.19,0.54,20.16,231.0,16.1,11,2015,5,6
85412,2,0,17.64,0.9,14.52,319.0,16.05,22,2015,5,6
85434,0,0,15.81,0.55,11.27,310.0,16.1,20,2015,5,7
85435,0,0,14.89,0.57,9.93,312.0,15.18,21,2015,5,7
85436,0,0,13.59,0.65,14.33,320.0,16.1,22,2015,5,7
85437,0,0,12.02,0.73,6.5,329.0,16.1,23,2015,5,7
85470,2,0,21.08,0.42,12.17,31.0,16.1,8,2015,5,9
85510,2,0,11.69,0.86,3.61,267.0,12.25,1,2015,11,10
85511,2,0,12.2,0.86,3.36,304.0,10.26,2,2015,11,10
85512,2,0,12.66,0.87,10.46,310.0,10.22,3,2015,11,10
85513,2,0,12.85,0.82,9.48,254.0,10.26,4,2015,11,10
85514,2,0,12.27,0.86,8.61,265.0,10.26,5,2015,11,10
85515,2,0,12.71,0.84,9.63,247.0,10.22,6,2015,11,10
85555,0,0,10.65,0.93,3.65,255.0,16.1,22,2015,11,11
85556,0,0,10.06,0.93,3.61,247.0,16.1,23,2015,11,11
85557,0,0,9.65,0.93,3.98,270.0,11.88,0,2015,11,12
85558,0,0,8.39,0.96,3.36,228.0,12.08,1,2015,11,12
85559,0,0,8.78,0.96,6.28,253.0,11.9,2,2015,11,12
85560,0,0,8.03,0.99,3.28,235.0,11.5,3,2015,11,12
85561,0,0,7.67,0.96,3.12,219.0,3.56,4,2015,11,12
85562,0,0,7.14,1.0,7.87,232.0,3.22,5,2015,11,12
85563,0,0,7.84,1.0,3.01,228.0,3.86,6,2015,11,12
85577,0,0,10.52,0.83,3.82,291.0,15.92,20,2015,11,12
85578,0,0,9.69,0.8,6.71,322.0,14.96,21,2015,11,12
85579,0,0,8.23,0.83,6.46,338.0,15.83,22,2015,11,12
85580,0,0,7.17,0.86,6.02,320.0,14.81,23,2015,11,12
85581,0,0,6.38,0.89,6.34,332.0,14.09,0,2015,11,13
85582,0,0,4.99,0.96,3.38,313.0,14.73,1,2015,11,13
85583,0,0,4.42,0.96,8.05,320.0,14.68,2,2015,11,13
85586,1,0,2.24,1.0,0.0,0.0,0.37,5,2015,11,13
85587,1,0,2.98,0.96,1.61,3.0,0.56,6,2015,11,13
85588,1,0,5.86,1.0,3.41,42.0,1.85,7,2015,11,13
85598,0,0,8.83,0.93,3.17,80.0,6.83,17,2015,11,13
85599,0,0,8.92,0.9,8.32,118.0,5.94,18,2015,11,13
85600,0,0,7.63,0.9,0.0,0.0,5.84,19,2015,11,13
85601,0,0,8.07,0.93,3.22,120.0,5.84,20,2015,11,13
85602,1,0,5.39,0.99,6.44,110.0,1.22,21,2015,11,13
85603,1,0,4.39,0.96,0.0,0.0,0.93,22,2015,11,13
85604,1,0,4.33,0.96,0.0,0.0,0.16,23,2015,11,13
85605,1,0,4.11,0.96,2.56,352.0,0.77,0,2015,11,14
85606,1,0,3.27,0.96,6.44,330.0,0.16,1,2015,11,14
85607,1,0,3.22,1.0,3.41,318.0,0.16,2,2015,11,14
85608,1,0,3.64,0.96,3.43,319.0,0.37,3,2015,11,14
85609,1,0,3.96,0.92,2.13,321.0,0.18,4,2015,11,14
85610,1,0,3.91,0.92,9.29,319.0,0.93,5,2015,11,14
85611,1,0,5.27,0.94,4.7,343.0,1.67,6,2015,11,14
85613,2,0,9.93,0.86,15.47,319.0,4.52,8,2015,11,14
85614,2,0,11.15,0.78,12.24,309.0,6.38,9,2015,11,14
85615,2,0,13.84,0.51,25.58,319.0,8.42,10,2015,11,14
85631,2,0,6.41,0.69,3.08,180.0,16.1,2,2015,11,15
85632,2,0,6.13,0.71,3.12,209.0,15.18,3,2015,11,15
85633,2,0,6.02,0.77,4.7,189.0,16.1,4,2015,11,15
85646,2,0,11.08,0.61,9.43,211.0,10.21,17,2015,11,15
85647,2,0,11.08,0.63,4.75,267.0,15.15,18,2015,11,15
85648,2,0,9.96,0.71,1.88,256.0,9.98,19,2015,11,15
85649,2,0,9.47,0.77,6.79,221.0,16.05,20,2015,11,15
85650,2,0,10.5,0.73,10.03,215.0,15.02,21,2015,11,15
85651,2,0,12.02,0.75,17.92,269.0,9.98,22,2015,11,15
85652,2,0,11.56,0.8,20.74,271.0,15.83,23,2015,11,15
85653,2,0,13.09,0.74,15.79,293.0,14.96,0,2015,11,16
85656,2,0,14.86,0.63,25.53,298.0,14.96,3,2015,11,16
85673,0,0,6.53,0.96,6.04,150.0,15.46,20,2015,11,16
85675,1,0,5.44,0.99,6.01,169.0,1.61,22,2015,11,16
85676,1,0,4.91,1.0,6.26,189.0,3.2,23,2015,11,16
85677,0,0,5.46,0.93,5.91,160.0,6.04,0,2015,11,17
85679,1,0,5.41,0.93,6.3,170.0,1.93,2,2015,11,17
85720,0,0,9.92,0.77,12.03,250.0,16.1,19,2015,11,18
85722,0,0,8.42,0.82,6.33,246.0,15.18,21,2015,11,18
85723,0,0,7.69,0.83,3.03,208.0,16.1,22,2015,11,18
85727,0,0,5.43,0.89,3.36,214.0,11.98,2,2015,11,19
85728,0,0,4.67,0.93,2.99,192.0,9.98,3,2015,11,19
85729,0,0,3.94,0.92,9.29,181.0,9.98,4,2015,11,19
85768,1,0,2.08,0.92,0.0,0.0,1.51,19,2015,11,2
85769,1,0,1.51,0.92,0.0,0.0,1.53,20,2015,11,2
85770,1,1,-0.73,0.99,1.96,50.0,0.92,21,2015,11,2
85771,1,1,-1.13,0.96,0.0,0.0,0.71,22,2015,11,2
85772,0,0,7.17,0.86,10.95,230.0,8.13,23,2015,11,19
85775,2,0,8.31,0.84,16.84,210.0,8.13,2,2015,11,20
85776,2,0,8.11,0.86,15.36,208.0,8.42,3,2015,11,20
85777,2,0,10.0,0.77,14.02,220.0,9.98,4,2015,11,20
85778,2,0,7.47,0.92,13.78,182.0,9.98,5,2015,11,20
85779,2,0,7.94,0.89,15.73,196.0,6.84,6,2015,11,20
85783,2,0,13.86,0.64,24.52,260.0,11.98,10,2015,11,20
85784,2,0,14.95,0.6,26.07,251.0,9.98,11,2015,11,20
85785,2,0,15.89,0.53,21.64,262.0,10.35,12,2015,11,20
85788,2,0,13.83,0.64,4.7,239.0,10.22,15,2015,11,20
85789,2,0,12.73,0.72,7.58,180.0,10.26,16,2015,11,20
85790,2,0,12.22,0.74,12.28,160.0,10.21,17,2015,11,20
85791,2,0,12.34,0.73,13.67,165.0,10.22,18,2015,11,20
85792,2,0,12.29,0.72,13.01,189.0,10.26,19,2015,11,20
85827,2,0,3.7,0.93,4.81,202.0,5.46,6,2015,11,22
85829,2,0,3.84,0.92,9.23,220.0,9.9,8,2015,11,22
85830,2,0,3.9,0.92,0.5,73.0,8.82,9,2015,11,22
85831,2,0,3.84,0.92,10.9,290.0,4.99,10,2015,11,22
85832,2,0,3.84,0.92,10.64,234.0,5.04,11,2015,11,22
85833,2,0,3.79,0.91,12.7,282.0,8.76,12,2015,11,22
85834,2,0,3.87,0.89,10.93,290.0,9.8,13,2015,11,22
85837,2,0,3.82,0.92,14.01,271.0,6.99,16,2015,11,22
85838,2,0,3.84,0.89,14.02,289.0,8.89,17,2015,11,22
85850,0,1,-0.04,0.92,5.06,263.0,9.9,5,2015,11,23
85851,0,1,-0.03,0.93,4.69,253.0,6.7,6,2015,11,23
85864,2,0,1.13,0.78,3.22,310.0,15.83,19,2015,11,23
85865,2,0,1.11,0.85,3.22,320.0,15.73,20,2015,11,23
85873,2,0,2.08,0.79,10.72,0.0,9.98,4,2015,11,24
85877,2,0,2.68,0.71,12.25,0.0,10.21,8,2015,11,24
85878,2,0,2.87,0.74,10.55,8.0,10.55,9,2015,11,24
85879,2,0,3.82,0.64,12.41,349.0,10.26,10,2015,11,24
85880,2,0,3.82,0.65,12.24,350.0,10.26,11,2015,11,24
85881,2,0,3.88,0.64,10.05,342.0,10.58,12,2015,11,24
85882,2,0,3.84,0.64,10.92,351.0,16.1,13,2015,11,24
85883,2,0,2.78,0.75,10.72,330.0,10.26,14,2015,11,24
85884,2,0,2.82,0.74,8.84,331.0,10.58,15,2015,11,24
85885,2,0,2.68,0.7,10.9,340.0,10.26,16,2015,11,24
85886,2,0,2.11,0.73,12.45,320.0,10.21,17,2015,11,24
85887,2,0,2.18,0.73,12.56,313.0,10.55,18,2015,11,24
85888,2,0,2.06,0.8,8.05,300.0,10.08,19,2015,11,24
85889,2,0,2.08,0.8,6.44,0.0,14.91,20,2015,11,24
85890,2,0,1.63,0.79,5.92,359.0,14.17,21,2015,11,24
85891,2,0,1.57,0.76,10.85,359.0,11.98,22,2015,11,24
85895,2,0,0.46,0.89,3.22,340.0,9.9,2,2015,11,25
85899,2,0,0.89,0.87,0.45,4.0,8.1,6,2015,11,25
85902,2,0,2.6,0.79,4.35,29.0,9.79,9,2015,11,25
85903,2,0,2.73,0.76,3.2,61.0,9.8,10,2015,11,25
85904,2,0,3.77,0.7,3.2,51.0,9.85,11,2015,11,25
85905,2,0,3.76,0.71,5.18,38.0,9.9,12,2015,11,25
85910,2,0,2.71,0.82,12.27,11.0,9.98,17,2015,11,25
85911,2,0,2.83,0.82,10.53,30.0,9.98,18,2015,11,25
85912,2,0,2.64,0.89,10.95,40.0,9.98,19,2015,11,25
85913,2,0,2.66,0.89,10.58,20.0,8.13,20,2015,11,25
85914,2,0,2.69,0.86,13.59,20.0,8.42,21,2015,11,25
85915,2,0,2.13,0.91,9.6,20.0,7.21,22,2015,11,25
85916,2,0,2.13,0.89,11.06,11.0,6.3,23,2015,11,25
85917,2,0,1.69,0.92,10.46,2.0,5.57,0,2015,11,26
85918,2,0,1.6,0.91,14.09,351.0,4.3,1,2015,11,26
85919,2,0,1.6,0.89,14.01,10.0,4.3,2,2015,11,26
85920,2,0,0.67,0.92,13.62,359.0,5.39,3,2015,11,26
85921,1,0,1.09,0.91,10.93,350.0,2.3,4,2015,11,26
85922,1,0,0.05,0.99,10.93,350.0,1.84,5,2015,11,26
85923,1,0,0.16,0.92,13.85,333.0,2.56,6,2015,11,26
85924,2,0,1.09,0.85,13.89,330.0,5.22,7,2015,11,26
85925,2,0,1.16,0.84,15.63,339.0,6.3,8,2015,11,26
85926,2,0,1.99,0.82,15.04,348.0,9.26,9,2015,11,26
85927,2,0,2.78,0.76,17.05,348.0,9.98,10,2015,11,26
85928,2,0,2.83,0.75,14.02,340.0,9.98,11,2015,11,26
85929,2,0,3.61,0.78,13.38,330.0,9.45,12,2015,11,26
85930,2,0,3.94,0.75,11.4,329.0,9.98,13,2015,11,26
85931,2,0,3.94,0.75,12.61,340.0,10.21,14,2015,11,26
85932,2,0,2.89,0.88,11.16,8.0,9.45,15,2015,11,26
85933,2,0,2.85,0.88,9.27,0.0,9.98,16,2015,11,26
85936,2,0,2.24,0.85,13.91,10.0,10.21,19,2015,11,26
85937,2,0,2.15,0.85,13.97,10.0,10.08,20,2015,11,26
85938,2,0,2.12,0.9,15.15,18.0,10.06,21,2015,11,26
85939,2,0,1.96,0.89,13.62,19.0,10.08,22,2015,11,26
85940,2,0,2.11,0.89,13.77,0.0,9.98,23,2015,11,26
85941,2,0,1.67,0.92,13.07,0.0,9.98,0,2015,11,27
85942,2,0,1.46,0.92,13.75,349.0,9.98,1,2015,11,27
85943,2,0,2.02,0.89,10.87,358.0,9.98,2,2015,11,27
85944,2,0,1.98,0.91,13.17,359.0,9.98,3,2015,11,27
85945,2,0,2.07,0.92,12.65,350.0,9.98,4,2015,11,27
85947,2,0,2.02,0.93,12.09,9.0,6.34,6,2015,11,27
85948,2,0,2.11,0.92,12.38,10.0,5.09,7,2015,11,27
85949,2,0,2.11,0.92,13.88,11.0,5.14,8,2015,11,27
85950,2,0,2.2,0.93,10.5,28.0,4.89,9,2015,11,27
85951,2,0,2.69,0.96,9.61,29.0,5.22,10,2015,11,27
85952,2,0,2.73,0.96,9.68,30.0,6.3,11,2015,11,27
85953,2,0,3.77,0.9,12.41,19.0,6.73,12,2015,11,27
85954,2,0,3.82,0.89,20.0,1.0,9.98,13,2015,11,27
85955,2,0,3.82,0.89,15.42,11.0,8.13,14,2015,11,27
85956,2,0,2.91,0.96,14.55,19.0,6.31,15,2015,11,27
85957,2,0,3.77,0.89,13.89,20.0,7.21,16,2015,11,27
85958,2,0,3.77,0.89,10.92,342.0,9.98,17,2015,11,27
85959,2,0,3.73,0.9,13.3,359.0,9.98,18,2015,11,27
85960,2,0,3.77,0.89,15.42,1.0,9.98,19,2015,11,27
85961,2,0,3.77,0.85,13.97,19.0,9.98,20,2015,11,27
85962,2,0,3.28,0.87,13.19,0.0,8.05,21,2015,11,27
85963,2,0,2.76,0.89,14.07,359.0,7.21,22,2015,11,27
85964,2,0,2.24,0.89,10.87,8.0,5.22,23,2015,11,27
85965,2,0,1.84,0.92,13.62,352.0,5.57,0,2015,11,28
85966,2,0,0.67,0.96,10.92,338.0,4.2,1,2015,11,28
85967,1,0,0.67,0.92,13.8,339.0,2.13,2,2015,11,28
85968,2,0,0.69,0.96,14.99,330.0,4.06,3,2015,11,28
85969,2,0,1.09,0.92,9.61,309.0,3.53,4,2015,11,28
85970,2,0,1.14,0.92,9.58,301.0,3.98,5,2015,11,28
85971,1,0,1.06,0.93,4.59,259.0,2.87,6,2015,11,28
85972,1,0,1.12,0.92,3.24,233.0,2.64,7,2015,11,28
85973,1,0,1.14,1.0,7.78,242.0,2.64,8,2015,11,28
85974,1,0,2.11,0.93,8.5,256.0,2.91,9,2015,11,28
85975,1,0,2.2,0.92,12.77,254.0,3.01,10,2015,11,28
85976,1,0,2.2,0.92,12.75,262.0,3.01,11,2015,11,28
85977,2,0,2.24,0.93,15.73,280.0,4.09,12,2015,11,28
85978,2,0,2.68,0.89,11.04,261.0,3.43,13,2015,11,28
85979,2,0,2.68,0.9,9.74,271.0,3.45,14,2015,11,28
85980,2,0,2.59,0.91,11.72,281.0,3.69,15,2015,11,28
85981,2,0,2.15,0.86,19.95,290.0,3.9,16,2015,11,28
85982,2,0,1.16,0.92,12.69,270.0,3.9,17,2015,11,28
85983,2,0,1.24,0.93,9.68,260.0,3.56,18,2015,11,28
85984,1,0,1.18,0.99,11.3,234.0,3.11,19,2015,11,28
85985,1,0,1.67,0.96,14.17,232.0,3.2,20,2015,11,28
85986,2,0,2.71,0.9,14.2,287.0,3.93,21,2015,11,28
85987,2,0,2.71,0.89,17.03,251.0,3.36,22,2015,11,28
85988,2,0,2.78,0.85,17.34,262.0,3.36,23,2015,11,28
85989,2,0,2.91,0.9,16.34,257.0,5.38,0,2015,11,29
85990,2,0,3.36,0.85,17.44,272.0,5.04,1,2015,11,29
85991,2,0,3.36,0.85,14.47,273.0,5.04,2,2015,11,29
85992,2,0,3.53,0.86,18.84,291.0,5.38,3,2015,11,29
86007,2,0,4.99,0.82,12.99,215.0,15.15,18,2015,11,29
86008,2,0,5.07,0.76,16.92,211.0,10.26,19,2015,11,29
86009,2,0,5.02,0.76,13.88,220.0,16.1,20,2015,11,29
86010,2,0,5.03,0.79,10.51,217.0,15.18,21,2015,11,29
